	text	emotion
6270	五星红旗 迎风 飘扬   胜利 歌声 多么 响亮 歌唱 我们 亲爱 的 祖国   从今 走向 繁荣富强 越过 高山   越过 平原   跨过 奔腾 的 黄河 长江 宽广 美丽 的 土地   是 我们 亲爱 的 家乡 英雄 的 人民   站 起来 了 我们 团结友爱 坚强 如钢   一起 唱 [ 国旗 ]   [ 国旗 ]   [ 十一 ]	like
6271	正面 照 ， 沿用 了 近年 流行 的 nikeN98 拉链 卫衣 。 全身 绿白 为主 。 今年 中超 16 队 统一 都 是 N98 外套 ， 这 也 是 中超 有史以来 第一次 。 与 国外 豪强 唯一 不同 的 是 后背 并 无 俱乐部 的 英文 缩写 。 节前 看到 了 实物 ， 很 好看 ， 很 修身 ， 相信 市 售后 ， 一定 是 件 球迷 抢手 的 外套 。	none
6272	少烟 多 茶 ， 少酒 多水 ， 少盐 多 醋 ， 少油 多奶 ; 少肉 多菜 ， 少糖 多果 ， 少食 多 嚼 ， 少车 多步 ， 少停 多动 ， 少 言 多行 ， 少烦 多眠 ， 少怒 多 笑 健康 行为 口决 ： 少烟 多 茶 ， 少酒 多水 ， 少盐 多 醋 ， 少油 多奶 ; 少肉 多菜 ， 少糖 多果 ， 少食 多 嚼 ， 少车 多步 ， 少停 多动 ， 少 言 多行 ， 少烦 多眠 ， 少怒 多 笑 。	none
6273	曾經 我 不 幸福 ， 是 因為 我 還未 放下 ， 沉浸 在 痛苦 之中 ， 如今 我學會 了 遺忘 ， 明白 只有 放下 ， 我 才 會 幸福 ！ 痛苦 的 不是 過去 ， 而是 記憶 ！ 美好 的 回憶 ， 只是 偶爾瞬間 出現 在 嘴角 的 那 一絲 微笑 ， 笑 著 忘 了 吧 .... 擦 幹 最後為 你 落下 的 眼淚 ， 與 昨日 揮別 ， 愛 ， 已成 往事 ......	none
6274	所有 的 公安局 、 税务局 、 银行 、 检察院 、 法院 … 都 应 收起 你们 那 ： 冷冰冰 的 态度 ， 不屑一顾 的 表情 ， 装 清高 的 臭 脸 ， 你们 该 明白 ， 纳税人 是 你们 的 衣食父母 ， 早已 预付 费用 ， 他们 去 办事 等 于是 去 消费 ， 不是 去求 你们 。 你们 高薪 名牌 哪来 的 ？ 真 以为 是 自己 辛苦 所得 啊 ？ 没 让 你们 跪 着 服务 就 不错 了 ， 还装 清高 摆谱儿 ， 切 ~	disgust
6275	刚看 完 政法 报道 ， 仟 吉 把 过期 的 全麦 面包片 全都 回收 加工 成 三明治 ， 还好 不是 我 最近 吃 的 品种 ！ 要是 对 我 肚里 的 健康 不利 ， 老娘 要 炸 了 你们 店 ！ ！ ！ 仟 吉 真是 卑鄙无耻 啊 ～ ～ 那些 过期 的 面包 ， 先 塞进 你们 自己 嘴里 ！ ！ [ 怒 ]	anger
6276	秦国 是 第一个 社会主义 国家 。 商鞅 变法 实行 公有制 改造 ， 农民 承包 国有土地 ， 不能 自由 迁徙 。 管制 思想 文化 ， 批评 朝廷 者 灭族 。 一切 资源 集中 到 中央 ， 遏制 私人 经济 。 内需 不振 ， 通过 修 阿房宫 和 长城 拉动 GDP ， 很快 实现 翻几翻 。	none
6277	每读 一遍 《 光荣 与 梦想 》 ， 就 多 爱 美国 一分 。 这个 国家 并非 伟大 、 光荣 、 正确 ， 她 亦 有 阴谋 、 杀戮 、 不公 。 她 不 完美 ， 但 她 具备 自我完善 的 能力 。 当 我 从 原地打转 的 中国史 中 悲观 地 抬起 头 ， 我 看到 了 另 一种 希望 与 梦想 。	like
6278	有 网友 说 ： 你 妈 是 交通部 的 吧 给 你们 起 了 个 红绿灯 的 名字 ？ 真的 ， 我 怎么 从没 想过 我们 姐 仨 的 红黄绿 正好 是 红绿灯 的 仨色 呢 ？ 不过 我妈 还 真 不是 交通部 的 ， 我 妈妈 是 美术 老师 ， 特棒 的 那种 ！	like
6279	青春 不是 年华 ， 而是 心境 ； 青春 不是 桃面 、 丹唇 ， 而是 挥洒 的 激情 、 炙热 的 情感 。 岁月悠悠 ， 衰微 只及 肌肤 ， 热忱 抛却 ， 颓废 必致 灵魂 。 懂得 爱 与 被 爱 ， 人生 才 会 精彩 。 早安 ， 充满 爱 的 星空 ！   [ 鲜花 ]	happiness
6280	张老师   你 终于 开微博 了   我 找 了 你 好久   我 看 郭 老师 都 有 微博   我 以为 你 也 有 啊   加 了 好几个 叫 张志鹏 的   结果 都 不是 你 [ 泪 ]	sadness
6281	我 一向 还是 很 尊重 韩老湿 的 ， 不过 您 不能 光凭 一个 人 的 外表 就 判定 他 。 韩老湿 ， 希望 您 以后 别用 有色眼镜 看人 ， 猫儿 的 表情 并 不能 说明 他 就是 傲慢 。	like
6282	1949 年 以前 通过 各种渠道 输往 国外 的 文物 250 万件 。 1949 年 - 1978 年间 ， 文物 流失 为 零 。 故宫 收藏 的 文物 从 几乎 为 零 上升 为 160 万件 。 1978 年 以后 走私 输往 国外 的 文物 达 5000 万件 以上 。 以 海关 仅仅 5% 的 抽查 率 ， 有 的 一天 还 可以 查出 千余件 走私 文物 。	none
6283	我 是 一名 刚上 大学 的 学生 ， 今年 8 月 30 日 我 可怜 的 父亲 在 道路 右侧 正常 行走 惨遭 同 向 高速行驶 车辆 撞击 其 右腿 导致 颅脑 损伤 死亡 。 肇事者 事后 四处 找 关系 活动 ， 事故 后 26 天才 出 事故责任 认定书 ， 交通事故 致人 死亡 竟未 被 拘留 承担 任何 刑事责任 ，   法律 何在 ?	disgust
6284	最近 多余 了 一张 技嘉 880g   的 主板 ， AMD   245   CPU ， DDR3   1333   2G 内存 ， 还 差 什么 就 可以 组装 一台 电脑 了 ？ [ 害羞 ]	none
6285	四个 河南 B 我操 你们 妈 ， 你 妈 逼 欺负 一个 国安 16 岁 的 小球迷 有 什么 本事 啊 。 经历 26 号 4 号 线头 节车厢 打架 的 ， 有没有 那个 河南 B 的 照片 。 发上来 ， 我 找 呀 去 ！ ！	anger
6286	关于 人贩子 的 处理 方法 ： 不该 判 死刑 ， 应该 把 它们 用到 孩子 们 身上 那 一套 再 还 到 它们 身上 ， 打折 ， 掰断 ， 敲碎 ！ 然后 再 把 它们 放 街上 要饭 ， 到 晚上 再 把 它们 要 的 钱 收走 ， 活活 饿死 ！	anger
6287	曾 和 一位 朋友 聊天 ， 他 曾 提到 中国 与 越南 的 战争 时 ， 云南 某县 出现 近 20 ％ 瘸腿 人口 。 越南 从 美国 人 那里 学到 了 战争 经济学 ！ 他们 埋设 的 大量 轻型 地雷 不 以 杀死 对手 为 目的 ， 而是 专门 炸断 人腿 。 伤残 将 产生 双重 效应 ， 一是 为 对方 制造 大规模 的 财政负担 ， 削弱 对方 战争 潜力 ； 二是 满大街 的 断腿 人 将 产生 严重 的 心理 恐吓 作用	none
6288	我特 么 又 被困 在 灰 机上 了 ， 也 木有 碰上 个 省部级 的 同机 。 哪位 好心人 安慰 我 一下 ， 告诉 我 全世界 还有 哪个 国家 的 民航 比 我们 的 还 烂 ！ ？	disgust
6289	这才 是 我 喜欢 的 JAY 风格 电影 ， 《 头文字 D 》 虽然 是 杰伦 的 第一部 电影 ， 但 我 认为 也 是 最好 的 一部 ， 相对 最近 几年 的 其他 烂片 来说 。 再 看 几遍 还是 那么 有 feel	like
6290	河南 平顶山 中院 称 将 再审 偷逃 368 万 过路费 案 。 从 2008 年 5 月 4 日到 2009 年 1 月 1 日 ， 河南 禹州 农民 时 某 在 自己 的 两辆 大 货车 上 安装 假军牌 ， 共 免费 通行 高速   2361 次 ， 合计 逃费 金额 为 人民币 368.2 万余元 。 平顶山市 中级 人民法院 获以 诈骗罪 被 判处 该 农民 无期徒刑 。	none
6291	《 世界 上 最让人 没 勇气 坐 的 椅子   》 这个 创新 大胆 的 椅子 有 100 个 减震器 支撑 这个 椅子 的 表面 ， 坐上去 的 时候 ， 它 的 表面 根据 你 的 体型 自然 下 凹 。	none
6292	2011 年 5 月 3 日 ， 华泰 汽车 和 瑞典 萨博 汽车 公司 在 金茂 北京 威斯汀 大饭店 正式 签署 战略 合作伙伴 协议 ， 开启 双方 在 技术 、 市场 、 资金 、 产品 等 领域 的 多方 战略 合作 。 建立 战略 合作伙伴 关系 后 ， 双方 将 联手 在 华 生产 和 分销 萨博 品牌 汽车 ， 华泰 汽车 将 入股 萨博 汽车 母公司 荷兰 世爵 汽车 公司 。	none
6293	老天爷 。 你 他 妈 到底 想 干嘛 ？ 你 到底 要 怎么 折腾 我 折磨 我 。 来 吧 ， 都 来 吧 。 最好 让 暴风雨 来得 更 猛烈 一些 ， 最好 一下 把 我 折腾 死 。	anger
6294	今晚 我 很 受伤 ， 因为 最终 @ 刀郎   没有 联系 我 ， 我 也 没 能够 参加 他 今晚 五棵松 的 北京 演唱会 。 我 搞不懂 为啥 我留 了 联系电话 后 ， 未 得到 任何 回音 ？	sadness
6295	最 贱格 的 morning   call ...... 本爷 有个 习惯 ， 试车 的 时候 为了 养足 精神 睡够 ， 都 是 牺牲 自己 的 早餐时间 多 睡 一个 小时 。 熟悉 的 企业 活动 我 才 必到 ， 大家 也 都 知道 我 从不 参加 试车 前 的 无聊 说明会 ， 个别 出彩 的 说明 除外 。 结果 今天 ， 活动 公司 让 服务员 用 电话 ， 狂 敲门 的 方式 叫床 。 那种 大清早 狂 敲 让 我愤	anger
6296	豆腐 披萨 ： 1 、 豆腐 抓碎 ， 加入 大米饭 ， 调 少许 盐 ， 加 鸡蛋 拌匀 ， 用 盒子 摇匀 用 保鲜袋 压平 ； 2 、 香肠 切好 ， 虾肉 过 水 ， 西红柿 切粒 ， 青 红椒 切粒 ， 玉米粒 都 准备 好 ， 加入 沙拉酱 拌匀 ； 3 、 平锅 上火 放 少许 油 ， 将 饼 皮 放入 小火 煎 1 分钟 ， 把 拌 好 的 馅 放在 上面 ， 撒上 奶酪 ， 加 锡纸 ， 盖 上 盖 小火 焗 5 分钟 即可 出锅 。	none
6297	回复 @ 叫 我 鰻豚 豚 : 没有 目的 的 远行 · · 人人 心中 都 有 一个 放飞 自己 想 去 流浪 的 想法 · ·   / / @ 叫 我 鰻豚 豚 : 我 想 知道 ， 为什么 远行 ， 目的 是 什么 ？ 在 一片 陌生 之中 ， 独自 匆匆 的 潇洒 的 经过 吗 ？ / / @ 数字 出版 闫国栋 : 回复 @ kiki 是 个 好孩子 : 偶尔 文艺 一下 · ·   / / @ kiki 是 个 好孩子 : 文艺 了 。	none
6298	继 BTV 卫视 频道 《 你 是 我 兄弟 》 收视 火爆 之后 ， BTV 影视频道 《 旗袍 》 又步 上 巅峰 ， 我 觉得 如果 此剧 的 名字 改成 《 你 是 我 旗袍 》 ， 估计 收视率 会 更 高 … …	none
6299	几次 的 演出 ， 我 从不 把 阿耀 音乐 的 倾听 者 称 歌迷 ， 那样 会 觉得 不 搭调 ， 喜欢 叫 每 一位 可爱 的 人 是 朋友 ， 一定 要 放心 ， 音乐 我们 需要 脚踏实地 一步步 走 ， 循循 渐进 肯定 会 有 一个 真实 存在 的 成绩 交给 各位朋友 的 ！ 好 吗 ？ 你们 肯定 能 支持 阿耀 很 久 并 推荐 更 多 的 人 喜欢 ， 相信 你们 ！ 也 相信 我们 吧 。	like
6300	＂ 以前 ， 你 在 里面 ， 我 在 外面 。 今天 ， 我 在 里面 ， 你 在 外面 。 ＂ 所以 人 在 往上爬 的 时候 要 对 身边 的 人 好 一点 ， 因为 你 跌下来 的 时候 也 会 碰到 他们 。 善待 每 一个 人 是 我们 应该 做 的 。	none
6301	前天 终于 拍 了 蒙牛 酸酸乳 ， 见到 了 大 帅哥 韩庚 呢 ！ 呵呵 ~ 韩庚 皮肤 很 好 ， 脸 很小 哦 ， 而且 人 也 很 随和 ， 最后 还 跟 我们 来 了 个 大 合照 呢 ~	like
6302	毛里求斯 四季 ANAHITA 酒店 ， 毗邻 四季 FOURSEASONS 酒店 ， 房间 宽敞 舒适 ， 风景优美 秀丽 ， 海滩 风光旖旎 ， 非常适合 度假 。 11 月 1 日 - - 11 月 26 日 入住 标准间 ， 含 早餐 。 北京 起止 6 晚 8 天 自由 行 ， 每周 一 、 五发 团 ， 18280 元 / 人 （ 不含税 ） 。 另 赠送 日本 签证 通行 卡 ， 可 在 海洋 国旅总社 免费 办理 有效 一年 的 日本 个人 签证	none
6303	国家 对 科技人才 付出 巨大 财力 的 培养 投资 ， 相信 我们 的 科技人员 能以 社会 和 国家 作出 丰厚 的 回报 和 作出 更大 的 贡献 。 科技 是 生产力 ， 带动 经济 起飞 … …	like
6304	新世纪 男性 ： 睡得 了 地板 ， 住 得 了 走廊 ， 跪得 起 搓板 ， 补得 了 衣裳 ， 吃得下 剩饭 ， 付得 起 药方 ， 带得 了 孩子 ， 养得 起 姑娘 ， 交得 起 公粮 ， 耐得 住 寂寞 ， 争做 灰太狼 ， 偶尔 吃 吃 喜羊羊 。	none
6305	哈哈哈 ！ [ 思考 ] 后置 IO 的 改法 想 好 了 ， 明天 去 买 材料 ！ [ 哈哈 ]   改好 就 可以 准备 最后 的 装机 ， 拍照 ， 找个 论坛 发帖 weiphone + pcinlife ！ 暂定 ....	happiness
6306	人 在 得不到 的 时候 ， 什么 都 可以 不介意 ， 得到 之后 ， 什么 都 会 有点 介意 。 关于 爱情 ， 有人 问 ： 分离 的 时候 ， 到底 是 离开 的 那个 人 比较 痛苦 ， 还是 留下来 的 那个 人 比较 痛苦 ？ 我 想 ， 比较 痛苦 的 应该 是 爱 的 最深 的 那个 人 。	none
6307	以前 的 我们 , 从来不 会 担心 东方 神起 第一 的 位置 , 现在 的 我们 因为 音乐 银行 得 第一 激动不已 , 甚至 连浩珉 听到 自己 是 第一 的 时候 , 眼神 里 流露 的 惊讶 和 感动 是 那么 的 真挚 , 沈昌珉 终于 正面 的 和 饭 说 了 那么 多 的话 , 郑允浩 眼眶里 泪光 那么 清晰可见 . 感谢词 说 的 真真切切 . 我 只能 说 , 东方 神起 新 的 启程 , 有 我们 陪伴着 .	none
6308	刚看 完 武林 外传 电影 ... 是 真不错 ！ ！ 各种 笑点 、 各种 讽刺 ... 尤其 是 佟湘玉 大脸 破口大骂 房地产 那段 ... 估计 各种 地产商 看 完 都 想 扭头 就 走 ... 哈哈哈	happiness
6309	歌谣 界 的 KING 在 济州岛 拍伪 偶像剧   歌谣 界 的 King 在 理发店 顺毛   歌谣 界 的 KING 在 陪 弟弟 拍戏   那 是 神马 玩意儿   我 靠   耽误 我 看 综艺 · 啊啊啊 啊啊啊 啊啊啊 啊啊啊 啊啊啊	anger
6310	世界 上 所有 男人 都 是 骗子 。 不管 是 漂亮 还是 不 漂亮 的 女人 都 会 被 骗 。 有所不同 的 是 ， 幸运 的 女人 找到 了 一个 大骗子 ， 骗 了 她 一辈子 。 不幸 的 女人 找到 了 一个 小骗子 ， 骗 了 她 一阵子 。	none
6311	即使 在 同一个 小小的 城市 ， 也 不曾 再 相逢 。 某 一天 某 一刻 ， 走 在 同 一条街 ， 也 看不见 对方 。 先是 感叹 ， 后来 是 无奈 。 — — 张爱玲	none
6312	小明 参加 相亲 大会 。 接待 小姐 问 他 ： 您 哪里 人 ？ 从事 什么 行业 ？ 小明 认真 回答 ： 我 上海 的 ， 做 IT 。 小姐 用 黑笔 在 一 空白 嘉宾 卡上 郑重 写下 ： SHIT   No.1 ， 挂 在 了 小明 脖子 上 。	none
6313	最 恶心 的 就是 在 买 早饭 的 路上 看到 有 赤 佬 随地吐痰 并且 在 吐 之前 发出 极极极 极为 让 人 作呕 的 酝酿 痰 的 声音 ， 强烈 鄙视 谴责 呼吁 要求 颁布 法令 将 吐痰 者 定罪 ! ! ! 轻者 让 他 自己 舔 干净 ! ! ! 重则 割 舌 ! ! ! ! ! ! ! ! [ 鄙视 ]   [ 鄙视 ]	disgust
6314	睡觉 ， 明天 要 拍 卫视 的 《 爱情 连连看 》 录播 现场 ； 第一次 进 800 平米 演播厅 拍 ， 连 拍 两场 ， 估计 要 到 夜里 才能 拍 完 。	none
6315	这帮 千刀万剐 的 孙子 、 贱人 ， 不是 说 解决问题 的 出路 是 对话 吗 ？ 怎么 就要 把 人家 给关 起来 呢 ？ 非要 等 八国联军 来 帮 人民 送 你 上 绞刑架 时 ， 才 想起 对话 吗 ？ 这个 时代 的 独裁者 ， 比 哪个 时代 的 都 可耻 。 因为 他们 不仅 罪恶 ， 而且 卑贱 ， 丢 独裁 两个 字 的 脸 。	anger
6316	春天 让 人油生 赞美 之意 ， 桃花 美 ， 樱花 更佳 ， 开 得 烂漫 时 ， 如烟 ， 花雾 之境 岂 是 文字 能 言说 ， 图片 也 只得 其 一丝 俏意 而已 ! 四月 不 赏花 ， 人间 最大 浪费 !	like
6317	我 终于 明白 中国人民银行 的 性别 ： 女 ！ 请 看 她 调 准备金 的 日期 ： 10.11 . 29 、 10.12 . 20 、 11.01 . 20 、 11.02 . 24 、 11.03 . 25 、 11.04 . 21 、 11.05 . 18 …	surprise
6318	@ 溪涧 幽兰   这里 就是 伊犁河谷 ， 这里 就是 解忧 公主 的 花 源地 ， 这里 就是 可以 让 花 的 灵魂 得到 寄宿 和 升华 的 地方 … …	like
6319	我 为 巴萨 奏响 一曲 战歌 ， 迎接 伦敦 球队 的 到来 ， 不会 忘记 斯坦福桥 的 仇 ， 我们 已 见到 皇马 在 诺 坎普 不再 消瘦 ， 即使 联赛 已 到头 ， 欧 冠以 然在 心中 拥有 ， 今天 的 诺 坎普 我们 不会 再 失守 。	none
6320	回到 单位 了 ， 今天 ， 意大利 职业 足球 联盟 的 人 、 AC 米兰 的 领队 门 塔纳 、 国际米兰 的 领队 布蒂 ， 考察 了 若干 家 宾馆 ， 还有 备用 的 训练场地 ， 特别 是 鸟巢 ， 本周 日 ， 细节 方案 出台 ， 在 更衣室 、 宾馆 和 训练场 的 选择 上 ， AC 米兰 有 优先权 ， 因为 它 是 意甲 联赛 的 冠军 。	none
6321	啊啊啊 啊啊啊 啊啊啊 啊 ！ ！ ！ ！ ！ ！ ！ 我 纠结 啊 ！ ！ ！ ！ 为 毛   新景 - 御宅 猫 COSPLAY 漫友会   是 在 周六 ！ ？ ？ ？ 为 毛 啊 ！ ！ ！ 公司 都 是 周日 休息 的 ， 周六 请假 要 扣钱 的 啊 ！ ！	sadness
6322	明天 是 4 月 27 日 星期五 ， 白天 多云 ， 最 高温 29 ℃ ， 无 持续 风向 ， 微风 ； 夜间 阵雨 ， 最低温 23 ℃ ， 无 持续 风向 ， 微风 。	none
6323	刚刚 家宴 , 请 了 一群 外甥 , 侄子 . 侄女 等 人 . 他们 都 在 大连 打拼 . 刚刚 起步 , 很 辛苦 , 也 很 努力 . 举家 团圆 的 日子 , 他们 不能 回家 与 父母 团聚 , 让 他们 在 我家 体会 到家 的 温暖 . 虽然 为此 我 忙乎 了 两天 , 但 看到 他们 开心 的 样子 , 觉得 这 就是 生活 , 简单 的 , 朴素 的 , 也 是 快乐 的 .	happiness
6324	一近 镇 医院 之 碎石 科来 我 处 推介 ： 只要 每 介绍 一号 结石病 人到 他 医院 行 碎石 震 ， 可 得 五百元 回扣 。 这 就是 切切实实 地 将 病人 作 刀俎 ， 市 医院 的 腐败 与 潜规则 早已 表面化 ， 现在 之 潜规则 已 进入 最底层 ， 这 不是 全方位 的 社会 溃败 是 什么 ？	anger
6325	天凉 了 ， 凉尽 了 天荒地老 了 ， 人间 的 沧桑 。 爱哭 了 ， 这么 难舍 心都空 了 ， 想放 不能 放 。 天亮 了 ， 照亮 了 泪光 泪干 了 ， 枕边 地 彷徨 。 ? [ 酒壶 ]	sadness
6326	忽然 有个 古怪 的 念头 ， 如果 当年 也 是 如此 大旱 ， 汨罗江 干涸 ， 屈原 就 无法 投江 自尽 了 ， 也 就 没有 端午节 ， 也 就 没有 了 龙舟赛 ， 也 就 没有 粽子 ， 也 就 没有 放个 小假 ， 看来 ， 保护 生态 很 重要 啊 。	none
6327	比赛 还 半个 小时 开始 ， 就 被 @ Joe ___ W   的 电话 吵醒 了 ， 擦 ， 不能 让 我 多 睡 会儿 啊 … 我家 没 啤酒 了 ， 去 你家 整 点儿 ？	disgust
6328	年轻 时 的 爱情 ， 总 觉得 那 就是 最 极致 的 惊心动魄 ， 再 不会 有人 比 自己 更 幸福 或 更 痛苦 ， 忍不住 会 滔滔不绝 恨不能 让 全世界 为 自己 作证 。 长大 了 ， 真的 爱 了 ， 却 发现 欲 说 无语 ， 因为 那份 爱 那份 痛 已经 深入骨髓 和 自己 的 生命 融为一体 无法 分离 也 无从说起 。 爱到深处 是 铺天盖地 的 无奈 和 苍凉 ， 惟有 加倍 珍惜 。	none
6329	与 你 无缘 的 人 ， 你 与 他 说话 再 多 也 是 废话 。 与 你 有缘 的 人 ， 你 的 存在 就 能 惊醒 他 所有 的 感觉 。 有些 人 即使 在 认识 数年 之后 都 是 陌生 的 ， 彼此之间 总似 有 一种 隔膜 存在 ， 仿佛 盛开 在 彼岸 的 花朵 ， 遥遥相对 ， 不可 触及 。 而 有些 人 在 出场 的 一瞬间 就是 靠近 的 ， 仿佛 散失 之后 再次 辨认 。 那种 近 ， 有着 温暖 真实 的 质感 。	none
6330	这个 月 很 忙碌 ， 一直 觉得 自己 是 强人 的 我 实在 撑不下去 了 ！ 现在 才 知道 身体健康 的 重要性 ！ 平时 总是 毛毛躁躁 ， 不太 注意 锻炼 和 保养 ！ 现在 身体 吃不消 了 ， 耽误 很多 事情 ， 希望 大家 都 注意 保护 自己 的 身体 ！ 健康 是 最 重要 的 事 ！	sadness
6331	北京 好 冷 ！ 可 心情 真 好 ！ 今年 棉衣 流行 帽子 是 毛毛 的 ！ 就是 很 冬天 的 感觉 ！ 很 北方 吧 ！ [ 耶 ] 别看 我 鼻子 ， 有个 小点 刚 被 我 干掉 ， 有些 红肿 ！ 过些日子 就 好 了 ！	happiness
6332	吃饭   睡觉   上班   欢乐 在 哪里   我 的 生活 里   少 了 好多 画面 要 怎样 去   填补   I , m   crazy ...   ...	disgust
6333	实际上 被 灌输 到 顾客 心目 中 的 根本 不是 产品 ， 而 只是 产品 的 名称 ， 它成 了 潜在 顾客 亲近 产品 的 挂钩 。 — — 艾 · 里斯	none
6334	佛说 ， 生命 中 的 许多 东西 是 可遇 不可 求 ， 刻意 强求 的 得不到 ， 而 不曾 被 期待 的 往往 会 不期而至 。 因此 ， 要 拥有 一颗 安闲自在 的 心 ， 一切 随缘 ， 顺其自然 ， 不 怨怒 ， 不 躁进 ， 不 过度 ， 不 强求 ， 不 悲观 ， 不 刻板 ， 不 慌乱 ， 不 忘形 ， 不以 物喜 ， 不以己 悲 。	none
6335	奥黛丽 · 赫本 （ 柯德莉 · 夏萍 ） ， 是 一位 戏里 戏外 都 值得 世人 敬重 的 奥斯卡 影后 和 联合国儿童基金会 特使 ， 一直 是 我 的 第一 偶像 和 梦 中 情人 ， 为了 她 我 看 了 《 罗马 假日 》 八遍 ， 至今 最 喜欢 的 电影 还是 义无反顾 地 选择 这部 。 感谢 麒麟 午后 红茶 ， 把 赫本 带回 我们 身边 。 [ 爱 你 ]	like
6336	发型师 今天 又 说 我 胖 了 ， 今天 剪 了 可爱 的 学生 头 ， 就是 脸 大大的 ， 不好 ， 以后 我 尽量少 吃点 肉类 ， 要 保持 一个 完美 的 身材 ， 还有 不能 忘记 自己 的 老本行 ， 一定 要 加强 体育锻炼 。 不能 懒惰 ， 坚持 才能 取得 好 的 效果 。 加油 ， 七 。	happiness
6337	甲乙 二人 对 花木兰 从军 发表 评论 。 甲 ： 这 故事 一定 是 假 的 ， 吃喝拉撒 睡 都 在 一起 一定 会 被 看穿 的 ！ 乙 ： 笨 ！ 换 了 你 和 她 睡 一个 铺 ， 你 会 告发 吗 ！ ？	none
6338	2011 年 6 月 16 日 ， 以 韩国 佛教 天台宗 总务 院长 、 韩国 佛教 宗团 协议 会 副会长 朱正山 长老 为 团长 的 韩国 佛教 代表团 一行 25 人 朝拜 禅宗 祖庭 河南 嵩山少林寺 ， 受到 少林寺 僧众 的 热情接待 。	none
6339	kbs 异能 局 这帮 山炮 ， 重播 居然 剪掉 了 jyj 的 表演 ， 昨天 剪 的 那个 片段 有天 连个 正脸 都 没有 看 在 三冠 的 份 上 也 就算 了 ， 居然 重播 干 出 这么 没有 人格 的 事儿 ， 到底 是 艺能 局 还是 低能 局 [ 怒 ]	disgust
6340	有时 侯 ， 觉得 自己 其实 一无所有 ， 仿佛 被 世界 抛弃 ； 有时候 ， 明明 自己 身边 很多 朋友 ， 却 依然 觉得 孤单 ； 有时候 ， 走过 熟悉 的 街角 ， 看到 熟悉 的 背影 ， 突然 就 想起 一个 人 的 脸 ； 有时候 ， 突然 很 想 哭 ， 却 难过 的 哭 不 出来 ； 有时候 ， 夜深人静 的 时候 ， 突然 觉得 寂寞 深入骨髓 ； 有时候 ， 突然 找 不到 自己 ， 把 自己 丢 了 … …	sadness
6341	永远 不 发脾气 的 女人 像 白开水 , 解渴 却 无味 。 你 抽烟 喝酒 , 她 发脾气 , 是因为 她 担心 你 的 健康 ； 你 身上 有 别的 女人 香 , 她 发脾气 , 是因为 她 不愿 跟 别人 分享 你 ； 你 忘记 她 生日 , 她 发脾气 , 是因为 她 对 你 有 期待 , 她 并 不 要求 陌生人 记住 她 生日 。 女人 是 最 讲理 也 是 最 不讲理 的 , 如果 身边 有个 会 发脾气 的 女人 , 请 珍惜 。	none
6342	亲爱 的 舒舒 、 、 你 终于 上 QQ 了 、 、 巴蜀 让 你 有 这么 忙 么 、 、 大半年 都 没 上网 了 啊 ！ ！ 我 想 死 你 了 [ 泪 ]   [ 泪 ]	happiness
6343	之前 一 棒子 人 看 步步 惊心 的 时候 我 一集 都 么 看 ， 和 大家 脱节 了 ； 现在 大家 看 甄 嬛 传 了 ， 我 又 以及 都 么 看 ， 又 和 大家 脱节 了 。 [ 可怜 ]	sadness
6344	今天 是 6 月 18 日 星期六 ， 农历 五月 十七 。 白天 中雨 ， 最 高温 32 ℃ ， 无 持续 风向 ， 微风 ； 夜间 中雨 ， 最低温 26 ℃ ， 无 持续 风向 ， 微风 。 紫外线 强度 较弱 ， 建议 出 门前 涂擦 SPF 在 12 - 15 之间 、 PA + 的 防晒 护肤品 。	none
6345	KV   CAFE 韩饭 打电话 确认 ， 今天 维尼 我结 拍摄 应该 是 真的 ..... 据说 又 是 一个 很 辛苦 的 行程 ， 蹦极 、 山地 自行车 、 漂流 等 ~	none
6346	有时候 不是 不 懂 ， 只是 不想 懂 ； 有时候 不是 不 知道 ， 只是 不想 说 出来 ； 有时候 不是 不 明白 ， 而是 明白 了 也 不 知道 该 怎么 做 ， 于是 就 保持 了 沉默 。	sadness
6347	辛苦 了 一天 ， 洗完 澡窝 在 沙发 里 ， 听 一首 简单 的 歌 ， 发 会儿 呆 … … 想起 今天 一整天 都 没发 微博 了 ， 突然 发现 没有 什么 想 写 的 ， 突然 发现 没有 什么 想 表达 的 ， 突然 发现自己 已经 进入 了 梦乡 。 晚安 ， 亲们 ~	none
6348	去年 夏天 ， 一个 钢铁 网站 组织 的 论坛 ， 我 做 了 主题 演讲 。 在 银川 住 了 一夜 ， 酒店 也 给 忘 了 ， 五星级 的 。 但是 对于 银川 的 印象 很 好 ， 对 银川 的 富裕 与 房价 之高 印象 也 颇深 。 / / @ zs 戴可儿 ： 宝存兄 是 真实 的 面对 一切 ； 哈哈	like
6349	5 月 28.29 曰 , 在 枣庄 玩 了 两天 . 前后 去 了 台儿庄 大战 纪念馆 , 台儿庄 古 , 枣庄 影视 基 , 微山湖 湿 . 感觉 不 !	none
6350	买 了 现在 的 手机 越来越 后悔 ， 从没 人 告诉 我 国产品牌 手机 上网 会 那么 慢 。 我 想要 换 手机 起码 要 等 年底 或者 明年 了 ， 直接 买个 大点 的 智能机 。	sadness
